Date,Customer_ID,Gender,Age,Location,Category,Product,Quantity,Unit_Price,Revenue
2025-02-03,CUST3002,Male,47,Bangalore,Furniture,Bed,1,37737.46,37737.46
2025-02-03,CUST3003,Male,54,Nagpur,Furniture,Sofa,5,21625.49,108127.45
2025-02-09,CUST3004,Female,22,Bangalore,Sports,Treadmill,2,38764.25,77528.5
2025-02-08,CUST3005,Male,46,Bangalore,Beauty,Perfume,2,1509.23,3018.46
2025-02-06,CUST3006,Male,38,Pune,Beauty,Face Wash,4,283.15,1132.6
2025-02-06,CUST3007,Male,24,Mumbai,Clothing,Shoes,3,2737.97,8213.91
2025-02-08,CUST3008,Female,23,Delhi,Sports,Skipping Rope,5,282.41,1412.05
2025-02-17,CUST3009,Male,59,Bangalore,Furniture,Bookshelf,5,5469.96,27349.8
2025-02-28,CUST3010,Female,22,Delhi,Sports,Cricket Bat,1,2476.8,2476.8
2025-02-23,CUST3011,Female,32,Mumbai,Electronics,Camera,2,37207.2,74414.4
2025-02-17,CUST3012,Male,44,Delhi,Clothing,T-Shirt,1,748.93,748.93
2025-02-12,CUST3013,Female,51,Hyderabad,Furniture,TV Unit,6,9063.88,54383.28
2025-02-16,CUST3014,Female,51,Hyderabad,Furniture,TV Unit,2,8007.57,16015.14
2025-02-04,CUST3015,Male,20,Bangalore,Electronics,Laptop,3,55129.19,165387.57
2025-02-16,CUST3016,Female,47,Bangalore,Furniture,TV Unit,3,6857.3,20571.9
2025-02-19,CUST3017,Male,47,Nagpur,Clothing,T-Shirt,2,787.99,1575.98
2025-02-08,CUST3018,Female,47,Delhi,Furniture,Sofa,2,21372.84,42745.68
2025-02-07,CUST3019,Female,45,Hyderabad,Beauty,Moisturizer,6,445.3,2671.8
2025-02-10,CUST3020,Male,25,Delhi,Sports,Basketball,6,957.8,5746.8
2025-02-10,CUST3021,Female,44,Nagpur,Groceries,Eggs,4,61.14,244.56
2025-02-17,CUST3022,Male,50,Mumbai,Groceries,Sugar,3,40.86,122.58
2025-02-07,CUST3023,Male,55,Bangalore,Clothing,Jeans,1,1543.33,1543.33
2025-02-15,CUST3024,Male,49,Hyderabad,Furniture,Bookshelf,3,5447.77,16343.31
2025-02-15,CUST3025,Female,43,Mumbai,Groceries,Eggs,5,71.8,359.0
2025-02-17,CUST3026,Male,56,Pune,Furniture,TV Unit,6,8597.45,51584.7
2025-02-21,CUST3027,Female,28,Bangalore,Electronics,Tablet,4,19249.83,76999.32
2025-02-08,CUST3028,Male,25,Pune,Clothing,Jacket,4,3264.55,13058.2
2025-02-26,CUST3029,Male,22,Mumbai,Electronics,Headphones,5,2724.3,13621.5
2025-02-07,CUST3030,Female,52,Pune,Furniture,Sofa,3,28678.2,86034.6
2025-02-08,CUST3031,Male,19,Delhi,Electronics,Smartphone,4,27152.59,108610.36
2025-02-11,CUST3032,Female,21,Mumbai,Sports,Dumbbells,6,1778.19,10669.14
2025-02-27,CUST3033,Female,43,Pune,Furniture,Bookshelf,5,5071.89,25359.45
2025-02-22,CUST3034,Male,56,Nagpur,Furniture,Bookshelf,6,5134.67,30808.02
2025-02-17,CUST3035,Male,21,Hyderabad,Clothing,Shoes,4,2329.14,9316.56
2025-02-05,CUST3036,Male,39,Nagpur,Groceries,Cooking Oil,3,158.75,476.25
2025-02-17,CUST3037,Male,32,Delhi,Sports,Yoga Mat,1,741.45,741.45
2025-02-16,CUST3038,Female,41,Bangalore,Groceries,Cooking Oil,2,161.77,323.54
2025-02-05,CUST3039,Female,23,Hyderabad,Beauty,Shampoo,4,383.08,1532.32
2025-02-16,CUST3040,Female,43,Delhi,Groceries,Rice,2,59.76,119.52
2025-02-20,CUST3041,Male,45,Hyderabad,Beauty,Serum,2,842.35,1684.7
2025-02-03,CUST3042,Male,54,Bangalore,Furniture,Bookshelf,5,4815.27,24076.35
2025-02-26,CUST3043,Male,22,Bangalore,Electronics,Smartphone,4,27974.36,111897.44
2025-02-10,CUST3044,Male,35,Hyderabad,Furniture,Sofa,2,21495.13,42990.26
2025-02-11,CUST3045,Female,25,Mumbai,Beauty,Sunscreen,2,670.72,1341.44
2025-02-13,CUST3046,Male,18,Hyderabad,Electronics,Smartphone,2,27171.57,54343.14
2025-02-17,CUST3047,Male,43,Pune,Furniture,Dining Set,3,22761.87,68285.61
2025-02-25,CUST3048,Male,20,Bangalore,Electronics,Headphones,3,2691.65,8074.95
2025-02-13,CUST3049,Female,54,Delhi,Furniture,Table,6,5610.65,33663.9
2025-02-10,CUST3050,Female,60,Hyderabad,Furniture,Sofa,3,28387.78,85163.34
2025-02-08,CUST3051,Female,35,Bangalore,Clothing,Kurta,6,1421.97,8531.82
2025-02-05,CUST3052,Male,20,Mumbai,Sports,Dumbbells,5,2002.58,10012.9
2025-02-23,CUST3053,Male,22,Bangalore,Electronics,Bluetooth Speaker,3,2702.78,8108.34
2025-02-22,CUST3054,Female,47,Hyderabad,Groceries,Vegetables,6,52.52,315.12
2025-02-13,CUST3055,Male,33,Nagpur,Sports,Treadmill,1,33574.2,33574.2
2025-02-16,CUST3056,Male,22,Bangalore,Clothing,Jeans,4,1630.74,6522.96
2025-02-23,CUST3057,Female,32,Delhi,Sports,Basketball,3,912.55,2737.65
2025-02-14,CUST3058,Male,20,Nagpur,Groceries,Eggs,2,79.54,159.08
2025-02-16,CUST3059,Male,19,Pune,Electronics,Camera,2,35134.24,70268.48
2025-02-23,CUST3060,Male,46,Mumbai,Beauty,Lipstick,1,727.62,727.62
2025-02-05,CUST3061,Female,20,Mumbai,Groceries,Eggs,5,63.74,318.7
2025-02-07,CUST3062,Female,53,Nagpur,Groceries,Fruits,5,90.24,451.2
2025-02-11,CUST3063,Female,55,Bangalore,Groceries,Rice,4,51.8,207.2
2025-02-11,CUST3064,Female,31,Pune,Electronics,Smartphone,5,25539.23,127696.15
2025-02-27,CUST3065,Female,43,Bangalore,Furniture,Bed,6,38697.73,232186.38
2025-02-08,CUST3066,Female,36,Mumbai,Clothing,Hoodie,5,2021.29,10106.45
2025-02-03,CUST3067,Male,45,Mumbai,Beauty,Body Lotion,4,345.73,1382.92
2025-02-21,CUST3068,Female,35,Pune,Furniture,Cupboard,6,19591.0,117546.0
2025-02-10,CUST3069,Female,53,Delhi,Furniture,Chair,5,3145.16,15725.8
2025-02-21,CUST3070,Female,52,Nagpur,Furniture,Bed,3,31610.99,94832.97
2025-02-01,CUST3071,Male,41,Nagpur,Clothing,Kurta,2,1700.96,3401.92
2025-02-14,CUST3072,Male,27,Bangalore,Electronics,Headphones,4,2695.68,10782.72
2025-02-23,CUST3073,Female,26,Bangalore,Clothing,Jacket,3,4022.78,12068.34
2025-02-03,CUST3074,Male,22,Mumbai,Sports,Football,1,1022.47,1022.47
2025-02-25,CUST3075,Male,38,Hyderabad,Furniture,Cupboard,3,15955.77,47867.31
2025-02-03,CUST3076,Male,50,Nagpur,Furniture,Dining Set,5,20536.78,102683.9
2025-02-09,CUST3077,Female,31,Hyderabad,Groceries,Milk,2,30.41,60.82
2025-02-27,CUST3078,Male,40,Delhi,Furniture,Table,3,5388.61,16165.83
2025-02-28,CUST3079,Female,59,Nagpur,Furniture,Bed,3,30062.79,90188.37
2025-02-07,CUST3080,Male,52,Nagpur,Groceries,Cooking Oil,4,164.47,657.88
2025-02-25,CUST3081,Male,58,Delhi,Furniture,Dining Set,6,24863.06,149178.36
2025-02-02,CUST3082,Female,28,Nagpur,Sports,Skipping Rope,3,227.43,682.29
2025-02-21,CUST3083,Male,29,Mumbai,Electronics,Smartwatch,6,9041.41,54248.46
2025-02-18,CUST3084,Female,49,Mumbai,Groceries,Rice,1,61.7,61.7
2025-02-11,CUST3085,Female,50,Pune,Furniture,Sofa,5,26694.28,133471.4
2025-02-28,CUST3086,Female,25,Delhi,Electronics,Laptop,4,46901.77,187607.08
2025-02-28,CUST3087,Male,26,Hyderabad,Electronics,Headphones,2,2802.6,5605.2
2025-02-01,CUST3088,Female,24,Pune,Groceries,Milk,6,28.2,169.2
2025-02-20,CUST3089,Female,23,Bangalore,Electronics,Headphones,2,3388.27,6776.54
2025-02-11,CUST3090,Female,38,Mumbai,Furniture,Table,3,6482.4,19447.2
2025-02-27,CUST3091,Male,25,Delhi,Beauty,Perfume,1,1399.43,1399.43
2025-02-13,CUST3092,Female,52,Nagpur,Furniture,Table,3,5280.78,15842.34
2025-02-24,CUST3093,Female,48,Mumbai,Furniture,Chair,6,2849.94,17099.64
2025-02-26,CUST3094,Male,18,Mumbai,Electronics,Smartphone,4,21568.94,86275.76
2025-02-08,CUST3095,Female,30,Pune,Groceries,Milk,5,33.56,167.8
2025-02-24,CUST3096,Male,21,Bangalore,Electronics,Tablet,1,17839.7,17839.7
2025-02-09,CUST3097,Male,48,Mumbai,Furniture,Sofa,6,25172.31,151033.86
2025-02-20,CUST3098,Female,35,Delhi,Sports,Yoga Mat,1,685.24,685.24
2025-02-14,CUST3099,Female,46,Delhi,Furniture,Bed,4,39974.08,159896.32
2025-02-09,CUST3100,Female,35,Pune,Beauty,Moisturizer,1,477.93,477.93
2025-02-09,CUST3101,Male,38,Hyderabad,Furniture,Dining Set,5,19961.69,99808.45
2025-02-08,CUST3102,Male,56,Delhi,Furniture,Sofa,2,26583.01,53166.02
2025-02-04,CUST3103,Male,45,Delhi,Beauty,Face Wash,2,233.24,466.48
2025-02-15,CUST3104,Male,18,Hyderabad,Sports,Yoga Mat,1,666.68,666.68
2025-02-22,CUST3105,Female,28,Nagpur,Electronics,Smartphone,4,26196.4,104785.6
2025-02-22,CUST3106,Male,33,Hyderabad,Clothing,Shoes,3,2266.0,6798.0
2025-02-01,CUST3107,Female,51,Bangalore,Beauty,Lipstick,4,605.28,2421.12
2025-02-14,CUST3108,Male,23,Nagpur,Groceries,Bread,5,37.47,187.35
2025-02-16,CUST3109,Male,27,Delhi,Electronics,Headphones,4,3242.15,12968.6
2025-02-07,CUST3110,Female,46,Bangalore,Furniture,Table,6,5503.77,33022.62
2025-02-15,CUST3111,Female,47,Bangalore,Furniture,Cupboard,2,17893.89,35787.78
2025-02-18,CUST3112,Male,51,Hyderabad,Beauty,Face Wash,2,286.49,572.98
2025-02-23,CUST3113,Male,26,Nagpur,Sports,Dumbbells,3,1811.9,5435.7
2025-02-10,CUST3114,Female,18,Mumbai,Electronics,Headphones,1,2767.1,2767.1
2025-02-01,CUST3115,Male,51,Pune,Clothing,Shoes,1,2236.82,2236.82
2025-02-10,CUST3116,Female,20,Pune,Groceries,Cooking Oil,2,158.86,317.72
2025-02-13,CUST3117,Female,57,Bangalore,Furniture,TV Unit,5,7278.72,36393.6
2025-02-08,CUST3118,Male,47,Hyderabad,Furniture,Bookshelf,5,4544.4,22722.0
2025-02-08,CUST3119,Female,50,Nagpur,Groceries,Eggs,5,66.5,332.5
2025-02-28,CUST3120,Male,26,Pune,Groceries,Rice,2,55.16,110.32
2025-02-18,CUST3121,Female,35,Nagpur,Electronics,Bluetooth Speaker,1,2201.96,2201.96
2025-02-09,CUST3122,Male,24,Delhi,Sports,Dumbbells,3,1582.3,4746.9
2025-02-03,CUST3123,Male,26,Bangalore,Electronics,Gaming Console,4,44717.23,178868.92
2025-02-21,CUST3124,Male,25,Nagpur,Groceries,Vegetables,5,50.55,252.75
2025-02-22,CUST3125,Male,50,Nagpur,Beauty,Lipstick,3,708.63,2125.89
2025-02-17,CUST3126,Female,41,Hyderabad,Furniture,Chair,3,2640.08,7920.24
2025-02-25,CUST3127,Male,31,Nagpur,Sports,Treadmill,3,39563.88,118691.64
2025-02-09,CUST3128,Male,21,Nagpur,Sports,Dumbbells,5,1541.54,7707.7
2025-02-07,CUST3129,Male,22,Nagpur,Clothing,Jacket,2,3180.65,6361.3
2025-02-05,CUST3130,Female,23,Nagpur,Clothing,Hoodie,4,2018.91,8075.64
2025-02-03,CUST3131,Female,27,Hyderabad,Electronics,Smartwatch,4,7169.43,28677.72
2025-02-18,CUST3132,Female,47,Mumbai,Furniture,Sofa,2,24059.02,48118.04
2025-02-14,CUST3133,Male,25,Delhi,Clothing,Kurta,2,1307.95,2615.9
2025-02-22,CUST3134,Male,26,Bangalore,Electronics,Smartwatch,6,8131.99,48791.94
2025-02-07,CUST3135,Female,23,Pune,Sports,Cycling Helmet,5,1257.79,6288.95
2025-02-07,CUST3136,Male,48,Bangalore,Beauty,Serum,3,835.26,2505.78
2025-02-15,CUST3137,Male,45,Bangalore,Beauty,Face Wash,4,270.44,1081.76
2025-02-28,CUST3138,Male,23,Delhi,Beauty,Shampoo,6,371.03,2226.18
2025-02-08,CUST3139,Female,22,Mumbai,Electronics,Bluetooth Speaker,2,2529.27,5058.54
2025-02-08,CUST3140,Male,51,Pune,Furniture,Bed,5,39036.42,195182.1
2025-02-11,CUST3141,Female,34,Pune,Sports,Football,1,835.11,835.11
2025-02-26,CUST3142,Male,31,Hyderabad,Sports,Dumbbells,2,1605.44,3210.88
2025-02-18,CUST3143,Male,48,Mumbai,Clothing,Jeans,4,1919.3,7677.2
2025-02-25,CUST3144,Female,23,Bangalore,Electronics,Camera,3,30064.58,90193.74
2025-02-26,CUST3145,Male,18,Mumbai,Electronics,Laptop,2,53863.38,107726.76
2025-02-04,CUST3146,Male,57,Delhi,Furniture,Table,4,6815.56,27262.24
2025-02-22,CUST3147,Male,21,Nagpur,Groceries,Eggs,3,66.07,198.21
2025-02-20,CUST3148,Female,26,Mumbai,Electronics,Headphones,5,3281.49,16407.45
2025-02-27,CUST3149,Female,50,Pune,Furniture,Dining Set,1,19693.81,19693.81
2025-02-15,CUST3150,Female,47,Hyderabad,Furniture,Chair,1,3006.43,3006.43
2025-02-11,CUST3151,Male,26,Pune,Electronics,Laptop,4,47680.28,190721.12
2025-02-05,CUST3152,Male,30,Delhi,Electronics,Headphones,1,2762.22,2762.22
2025-02-27,CUST3153,Female,46,Nagpur,Furniture,Bed,1,33595.21,33595.21
2025-02-02,CUST3154,Male,55,Nagpur,Clothing,Kurta,1,1556.26,1556.26
2025-02-01,CUST3155,Female,55,Pune,Groceries,Vegetables,3,54.3,162.9
2025-02-04,CUST3156,Male,37,Mumbai,Furniture,Sofa,3,27264.95,81794.85
2025-02-21,CUST3157,Male,55,Pune,Beauty,Moisturizer,6,383.17,2299.02
2025-02-23,CUST3158,Female,50,Delhi,Furniture,Sofa,5,22703.92,113519.6
2025-02-05,CUST3159,Female,43,Delhi,Furniture,Table,2,6311.4,12622.8
2025-02-24,CUST3160,Male,51,Pune,Furniture,Cupboard,6,18915.27,113491.62
2025-02-05,CUST3161,Male,21,Bangalore,Groceries,Fruits,4,86.16,344.64
2025-02-28,CUST3162,Male,26,Bangalore,Groceries,Cooking Oil,3,157.44,472.32
2025-02-28,CUST3163,Female,30,Mumbai,Electronics,Gaming Console,3,43091.9,129275.7
2025-02-18,CUST3164,Female,34,Nagpur,Beauty,Perfume,6,1441.07,8646.42
2025-02-13,CUST3165,Male,58,Mumbai,Furniture,Cupboard,6,15756.88,94541.28
2025-02-01,CUST3166,Female,52,Pune,Groceries,Fruits,5,80.13,400.65
2025-02-06,CUST3167,Female,42,Pune,Furniture,Table,6,6001.75,36010.5
2025-02-23,CUST3168,Female,58,Delhi,Furniture,Cupboard,4,18594.51,74378.04
2025-02-10,CUST3169,Male,27,Bangalore,Electronics,Camera,1,40177.82,40177.82
2025-02-11,CUST3170,Male,42,Delhi,Clothing,Shoes,5,2318.29,11591.45
2025-02-23,CUST3171,Female,34,Delhi,Beauty,Shampoo,1,306.96,306.96
2025-02-08,CUST3172,Male,52,Mumbai,Furniture,Dining Set,5,25138.9,125694.5
2025-02-08,CUST3173,Female,41,Delhi,Furniture,Bed,4,36512.3,146049.2
2025-02-16,CUST3174,Male,20,Pune,Electronics,Gaming Console,5,43136.24,215681.2
2025-02-25,CUST3175,Female,38,Hyderabad,Furniture,Bookshelf,5,5537.57,27687.85
2025-02-01,CUST3176,Male,23,Delhi,Sports,Cricket Bat,1,2872.95,2872.95
2025-02-17,CUST3177,Female,21,Pune,Sports,Cycling Helmet,2,1321.53,2643.06
2025-02-09,CUST3178,Female,41,Hyderabad,Beauty,Lipstick,6,742.6,4455.6
2025-02-12,CUST3179,Female,35,Pune,Furniture,Table,6,5484.66,32907.96
2025-02-26,CUST3180,Male,36,Mumbai,Furniture,Bookshelf,3,5155.54,15466.62
2025-02-16,CUST3181,Male,35,Delhi,Electronics,Headphones,2,2907.3,5814.6
2025-02-07,CUST3182,Male,46,Delhi,Groceries,Rice,6,53.84,323.04
2025-02-14,CUST3183,Male,42,Hyderabad,Furniture,Sofa,3,23763.93,71291.79
2025-02-24,CUST3184,Male,27,Mumbai,Electronics,Headphones,5,2916.52,14582.6
2025-02-26,CUST3185,Male,28,Mumbai,Electronics,Camera,4,34251.03,137004.12
2025-02-01,CUST3186,Male,58,Delhi,Furniture,Table,4,6504.55,26018.2
2025-02-20,CUST3187,Male,53,Delhi,Beauty,Lipstick,3,677.02,2031.06
2025-02-24,CUST3188,Female,22,Bangalore,Electronics,Laptop,1,47305.67,47305.67
2025-02-14,CUST3189,Male,36,Bangalore,Clothing,Jacket,3,3029.65,9088.95
2025-02-14,CUST3190,Female,21,Hyderabad,Sports,Dumbbells,6,1987.61,11925.66
2025-02-02,CUST3191,Male,51,Bangalore,Furniture,Sofa,3,26872.48,80617.44
2025-02-08,CUST3192,Male,34,Nagpur,Electronics,Headphones,2,2858.35,5716.7
2025-02-20,CUST3193,Female,19,Delhi,Sports,Dumbbells,2,1878.37,3756.74
2025-02-01,CUST3194,Male,56,Bangalore,Furniture,Chair,4,3172.0,12688.0
2025-02-10,CUST3195,Female,53,Pune,Furniture,Chair,6,2608.36,15650.16
2025-02-13,CUST3196,Male,48,Bangalore,Clothing,Jacket,5,3822.69,19113.45
2025-02-21,CUST3197,Female,59,Nagpur,Furniture,TV Unit,3,8792.68,26378.04
2025-02-12,CUST3198,Male,51,Bangalore,Furniture,Dining Set,2,22232.75,44465.5
2025-02-25,CUST3199,Male,28,Pune,Sports,Yoga Mat,1,656.83,656.83
2025-02-25,CUST3200,Male,23,Delhi,Sports,Treadmill,1,31692.02,31692.02
2025-02-18,CUST3201,Female,59,Delhi,Furniture,Bed,4,33994.23,135976.92
2025-02-21,CUST3202,Female,21,Pune,Beauty,Face Wash,4,224.13,896.52
2025-02-24,CUST3203,Male,32,Mumbai,Electronics,Gaming Console,2,37714.02,75428.04
2025-02-17,CUST3204,Female,43,Nagpur,Clothing,Shoes,2,2798.89,5597.78
2025-02-04,CUST3205,Female,18,Pune,Electronics,Laptop,4,55809.24,223236.96
2025-02-25,CUST3206,Female,21,Pune,Beauty,Serum,2,874.68,1749.36
2025-02-13,CUST3207,Female,37,Mumbai,Groceries,Bread,5,38.59,192.95
2025-02-27,CUST3208,Male,20,Pune,Groceries,Milk,4,26.38,105.52
2025-02-25,CUST3209,Male,60,Pune,Furniture,Sofa,3,25536.3,76608.9
2025-02-25,CUST3210,Female,30,Bangalore,Electronics,Smartwatch,2,8210.27,16420.54
2025-02-08,CUST3211,Male,21,Nagpur,Groceries,Fruits,2,79.48,158.96
2025-02-25,CUST3212,Female,30,Mumbai,Electronics,Gaming Console,1,35401.41,35401.41
2025-02-27,CUST3213,Male,25,Nagpur,Groceries,Vegetables,5,47.52,237.6
2025-02-09,CUST3214,Male,47,Pune,Furniture,Chair,1,3100.86,3100.86
2025-02-17,CUST3215,Female,19,Bangalore,Electronics,Smartphone,2,27721.74,55443.48
2025-02-21,CUST3216,Female,29,Mumbai,Clothing,Track Pants,6,1152.61,6915.66
2025-02-06,CUST3217,Female,48,Hyderabad,Clothing,T-Shirt,5,747.56,3737.8
2025-02-20,CUST3218,Male,30,Hyderabad,Electronics,Bluetooth Speaker,4,2628.55,10514.2
2025-02-02,CUST3219,Male,33,Bangalore,Electronics,Laptop,4,56342.43,225369.72
2025-02-09,CUST3220,Female,21,Hyderabad,Beauty,Shampoo,5,368.34,1841.7
2025-02-11,CUST3221,Male,24,Bangalore,Electronics,Smartwatch,1,9049.38,9049.38
2025-02-18,CUST3222,Male,42,Nagpur,Groceries,Bread,4,35.3,141.2
2025-02-20,CUST3223,Male,33,Delhi,Beauty,Body Lotion,6,352.2,2113.2
2025-02-22,CUST3224,Male,34,Hyderabad,Clothing,Kurta,2,1646.33,3292.66
2025-02-07,CUST3225,Female,54,Pune,Groceries,Sugar,3,43.33,129.99
2025-02-06,CUST3226,Female,39,Bangalore,Clothing,Jeans,5,1556.56,7782.8
2025-02-27,CUST3227,Male,29,Hyderabad,Beauty,Sunscreen,3,601.85,1805.55
2025-02-27,CUST3228,Female,19,Mumbai,Electronics,Headphones,2,3163.84,6327.68
2025-02-22,CUST3229,Male,22,Pune,Electronics,Bluetooth Speaker,6,2718.2,16309.2
2025-02-16,CUST3230,Male,18,Delhi,Sports,Dumbbells,6,1579.83,9478.98
2025-02-14,CUST3231,Male,32,Bangalore,Beauty,Perfume,5,1693.76,8468.8
2025-02-08,CUST3232,Female,48,Delhi,Clothing,Dress,4,3329.93,13319.72
2025-02-11,CUST3233,Male,52,Delhi,Beauty,Lipstick,5,738.12,3690.6
2025-02-23,CUST3234,Male,48,Nagpur,Groceries,Eggs,1,69.85,69.85
2025-02-02,CUST3235,Female,56,Mumbai,Furniture,TV Unit,4,7947.97,31791.88
2025-02-01,CUST3236,Male,45,Pune,Groceries,Sugar,2,49.86,99.72
2025-02-06,CUST3237,Female,54,Delhi,Groceries,Rice,6,66.13,396.78
2025-02-22,CUST3238,Female,30,Mumbai,Clothing,Dress,4,3160.87,12643.48
2025-02-24,CUST3239,Female,26,Nagpur,Groceries,Eggs,4,71.46,285.84
2025-02-25,CUST3240,Male,22,Delhi,Electronics,Tablet,4,20532.15,82128.6
2025-02-10,CUST3241,Female,42,Hyderabad,Furniture,Chair,5,3098.07,15490.35
2025-02-20,CUST3242,Male,39,Mumbai,Furniture,Chair,3,3268.55,9805.65
2025-02-17,CUST3243,Female,58,Pune,Furniture,Bed,6,37009.77,222058.62
2025-02-21,CUST3244,Female,41,Nagpur,Beauty,Perfume,5,1505.49,7527.45
2025-02-26,CUST3245,Female,29,Bangalore,Electronics,Smartphone,5,25056.51,125282.55
2025-02-18,CUST3246,Female,37,Bangalore,Furniture,Chair,2,2761.75,5523.5
2025-02-20,CUST3247,Female,32,Pune,Groceries,Cooking Oil,6,163.09,978.54
2025-02-15,CUST3248,Male,20,Nagpur,Sports,Basketball,6,891.74,5350.44
2025-02-14,CUST3249,Female,35,Delhi,Sports,Skipping Rope,5,255.59,1277.95
2025-02-24,CUST3250,Male,28,Pune,Sports,Dumbbells,5,1635.92,8179.6
2025-02-08,CUST3251,Male,30,Bangalore,Electronics,Camera,6,36314.6,217887.6
2025-02-20,CUST3252,Male,43,Nagpur,Groceries,Fruits,4,77.14,308.56
2025-02-18,CUST3253,Male,21,Nagpur,Groceries,Sugar,2,42.02,84.04
2025-02-13,CUST3254,Female,37,Bangalore,Clothing,Dress,2,3390.81,6781.62
2025-02-21,CUST3255,Male,22,Bangalore,Sports,Basketball,5,797.51,3987.55
2025-02-19,CUST3256,Female,45,Delhi,Clothing,Jacket,2,3548.49,7096.98
2025-02-11,CUST3257,Female,30,Bangalore,Beauty,Sunscreen,1,633.2,633.2
2025-02-19,CUST3258,Female,31,Bangalore,Clothing,Dress,4,2700.91,10803.64
2025-02-12,CUST3259,Male,41,Pune,Clothing,Shoes,5,2711.26,13556.3
2025-02-09,CUST3260,Female,29,Delhi,Electronics,Smartphone,6,24922.24,149533.44
2025-02-09,CUST3261,Male,40,Hyderabad,Beauty,Sunscreen,6,561.71,3370.26
2025-02-03,CUST3262,Female,27,Nagpur,Clothing,Shoes,5,2743.25,13716.25
2025-02-27,CUST3263,Female,50,Delhi,Beauty,Shampoo,1,318.41,318.41
2025-02-07,CUST3264,Female,60,Mumbai,Furniture,Bed,1,38554.91,38554.91
2025-02-07,CUST3265,Female,38,Pune,Groceries,Milk,3,32.95,98.85
2025-02-17,CUST3266,Female,24,Hyderabad,Electronics,Tablet,4,19230.35,76921.4
2025-02-28,CUST3267,Female,28,Mumbai,Electronics,Gaming Console,5,37189.05,185945.25
2025-02-13,CUST3268,Female,20,Mumbai,Electronics,Smartphone,3,22579.94,67739.82
2025-02-05,CUST3269,Female,52,Mumbai,Furniture,Table,5,6418.5,32092.5
2025-02-17,CUST3270,Female,46,Delhi,Furniture,Chair,2,3310.23,6620.46
2025-02-26,CUST3271,Female,23,Delhi,Sports,Cycling Helmet,3,1220.67,3662.01
2025-02-25,CUST3272,Male,45,Pune,Furniture,TV Unit,5,7797.23,38986.15
2025-02-11,CUST3273,Female,27,Delhi,Sports,Skipping Rope,2,249.45,498.9
2025-02-27,CUST3274,Female,31,Bangalore,Sports,Treadmill,3,38019.88,114059.64
2025-02-26,CUST3275,Male,44,Pune,Furniture,Sofa,1,28507.26,28507.26
2025-02-26,CUST3276,Male,39,Mumbai,Furniture,Bookshelf,1,4314.31,4314.31
2025-02-27,CUST3277,Male,24,Nagpur,Groceries,Vegetables,2,52.14,104.28
2025-02-11,CUST3278,Female,40,Mumbai,Beauty,Shampoo,2,298.08,596.16
2025-02-10,CUST3279,Female,35,Nagpur,Sports,Yoga Mat,2,738.22,1476.44
2025-02-08,CUST3280,Female,51,Delhi,Groceries,Cooking Oil,6,206.49,1238.94
2025-02-28,CUST3281,Female,46,Delhi,Groceries,Sugar,1,40.0,40.0
2025-02-26,CUST3282,Female,27,Delhi,Sports,Dumbbells,1,1813.95,1813.95
2025-02-05,CUST3283,Male,41,Mumbai,Furniture,Table,2,5460.33,10920.66
2025-02-03,CUST3284,Female,25,Mumbai,Beauty,Face Wash,4,267.87,1071.48
2025-02-15,CUST3285,Female,33,Delhi,Sports,Basketball,2,905.47,1810.94
2025-02-06,CUST3286,Female,45,Pune,Groceries,Bread,1,41.98,41.98
2025-02-12,CUST3287,Female,49,Bangalore,Furniture,Bookshelf,3,5370.24,16110.72
2025-02-02,CUST3288,Female,22,Hyderabad,Sports,Treadmill,2,38808.75,77617.5
2025-02-04,CUST3289,Female,44,Nagpur,Groceries,Milk,5,27.67,138.35
2025-02-22,CUST3290,Female,27,Pune,Groceries,Bread,2,34.76,69.52
2025-02-05,CUST3291,Male,31,Mumbai,Clothing,Track Pants,3,1085.44,3256.32
2025-02-11,CUST3292,Female,23,Mumbai,Sports,Yoga Mat,6,684.69,4108.14
2025-02-06,CUST3293,Female,42,Pune,Furniture,Table,5,5358.97,26794.85
2025-02-09,CUST3294,Male,54,Delhi,Groceries,Eggs,5,79.23,396.15
2025-02-01,CUST3295,Female,51,Delhi,Groceries,Sugar,4,42.16,168.64
2025-02-06,CUST3296,Female,33,Pune,Sports,Treadmill,6,37362.81,224176.86
2025-02-06,CUST3297,Male,31,Pune,Beauty,Body Lotion,2,392.82,785.64
2025-02-16,CUST3298,Female,34,Pune,Electronics,Smartwatch,6,7070.03,42420.18
2025-02-05,CUST3299,Male,53,Pune,Furniture,Bookshelf,5,4614.54,23072.7
2025-02-18,CUST3300,Male,29,Delhi,Electronics,Smartphone,6,27722.34,166334.04
2025-02-22,CUST3301,Male,36,Pune,Clothing,T-Shirt,4,825.58,3302.32
2025-02-12,CUST3302,Female,33,Nagpur,Beauty,Body Lotion,6,426.65,2559.9
2025-02-02,CUST3303,Male,42,Nagpur,Furniture,Bookshelf,5,4841.52,24207.6
2025-02-13,CUST3304,Male,35,Bangalore,Furniture,Chair,3,2762.66,8287.98
2025-02-06,CUST3305,Male,49,Mumbai,Furniture,Bookshelf,3,5502.78,16508.34
2025-02-24,CUST3306,Male,29,Nagpur,Beauty,Shampoo,5,315.09,1575.45
2025-02-21,CUST3307,Male,25,Bangalore,Beauty,Sunscreen,2,596.03,1192.06
